Moore Rochon, Mandemakersstraat,216,9280,Wieze,0475 89 92 98,31/7/1998,MooreRochon@jourrapide.com,Parses1998,voh3Queg,51.025755, 4.128063,
Guy Laliberté, Rue Bouhouille,378,9820,Schelderode,0478 38 38 31,21/5/1951,GuyLaliberte@teleworm.us,Tholeaugh,oowiiYa6thei,51.03514, 3.818894,
Aleron Cloutier, Rue des Tanneurs,324,5600,Philippeville,0480 79 30 72,10/11/1999,AleronCloutier@dayrep.com,Therstrand,iej0Jaech,50.192236, 4.476,
Tristan Galarneau, Route de Vonèche,133,9130,Verrebroek,0495 26 93 78,4/6/2003,TristanGalarneau@teleworm.us,Gnitend,baisameF9k,51.245323, 4.298696,
Lyle Ferland, Rue du Bois Colau,245,9400,Okegem,0473 75 74 53,7/1/1950,LyleFerland@armyspy.com,Epror1950,uu0feehei4X,50.781567, 4.137117,
Campbell Sacré, Berkendreef,75,5363,Emptinne,0489 13 36 36,23/1/1983,CampbellSacre@armyspy.com,Daysioss,Vochaewahp4,50.282967, 5.224357,
Lance Plouffe, Route de Vonèche,49,8570,Vichte,0470 68 33 06,13/7/1962,LancePlouffe@dayrep.com,Sones1962,ieghoh1ohRi,50.918173, 3.441416,
Victor Chicoine, Ramselsesteenweg,136,5140,Ligny,0478 62 17 13,27/12/2002,VictorChicoine@jourrapide.com,Tingthines,Kahhie4Z,50.444782, 4.53091,
Nicolas Michel, Place Fayat,375,6984,Hives,0498 38 34 35,12/6/1977,NicolasMichel@teleworm.us,Fille1977,ureiC2yu,50.197363, 5.604266,
Platt Berie, Rue de la Brasserie,251,8582,Outrijve,0499 82 07 59,3/12/1963,PlattBerie@teleworm.us,Breventowne63,EiNe6vee5t,50.69921, 3.496248,
Audric LeBatelier, Rue du Bienne,338,3350,Orsmaal-Gussenhoven,0478 64 88 59,19/10/1998,AudricLeBatelier@rhyta.com,Verlable,thaeMaero5g,50.798993, 5.065734,
Agramant Chauvin, Touwslagerstraat,301,1980,Zemst,0481 54 91 16,14/10/1972,AgramantChauvin@jourrapide.com,Lowead,Fais4saev3,50.923964, 4.553454,
Granville Robitaille, Witbakkerstraat,2,3910,Sint-Huibrechts-Lille,0492 22 48 82,18/1/1992,GranvilleRobitaille@dayrep.com,Prepireare,Ui6etooca,51.211307, 5.48995,
Guy Blais, Blancefloerlaan,94,5300,Bonneville,0479 34 52 21,29/10/1950,GuyBlais@teleworm.us,Goleyour50,wohgeemi9O,50.455932, 5.072648,
Wyatt Lévesque, Berkendreef,355,3800,Engelmanshoven,0484 35 91 78,16/2/1985,WyattLevesque@jourrapide.com,Slied1985,eiToin6oo,50.753778, 5.203527,
Guillaume Gaillard, Noordstraat,154,7866,Bois-de-Lessines,0487 29 08 71,29/6/1960,GuillaumeGaillard@rhyta.com,Bettpou,saeTuGe4,50.724665, 3.777439,
Algernon Laderoute, Route de Botrange,34,5630,Soumoy,0495 95 72 42,8/10/1994,AlgernonLaderoute@teleworm.us,Shisho94,Nafook6aexie,50.222801, 4.403169,
Curtis Leduc, Rue de la Tannerie,168,6929,Haut-Fays,0491 78 08 58,14/12/1953,CurtisLeduc@teleworm.us,Aralle,uD5iYu7od,50.008177, 5.02601,
Karel Pinneau, Rue des Laderies,166,6280,Villers-Poterie,0482 17 81 53,17/9/2007,KarelPinneau@rhyta.com,Monstur,Voo0leeshei,50.30321, 4.464473,
Ferrau Boileau, Rue du Presbytère,194,6890,Villance,0491 95 14 40,17/7/1985,FerrauBoileau@dayrep.com,Dockontich1985,za0EsioMai6,50.00278, 5.194054,
Aimé Loiseau, Westdorp,231,3300,Tienen,0482 69 97 67,1/8/1958,AimeLoiseau@teleworm.us,Upose1958,Gaed1ed9N,50.858841, 4.966224,
Archard Beauchamp, Rue Camille Joset,276,7120,Rouveroy,0481 35 59 95,26/4/1988,ArchardBeauchamp@dayrep.com,Mork1988,eimekahN5oh,50.484023, 3.983262,
Pierpont Leclair, Populierenstraat,446,1790,Affligem,0486 57 15 83,27/6/1991,PierpontLeclair@armyspy.com,Sayins,Lah1Ahaicie,50.843475, 4.117284,
Nicholas Bertrand, Rue Grande,66,5555,Baillamont,0470 75 89 66,20/6/1995,NicholasBertrand@armyspy.com,Thadfice,dahLei2ae,49.906081, 5.11931,
Nouel Cyr, Rue du Commerce,341,2323,Wortel,0481 34 54 03,7/8/1991,NouelCyr@jourrapide.com,Peack1991,Ohsaaqui4,51.32993, 4.774614,
Étienne Martin, Drève des Bouleaux,119,9420,Erpe,0493 96 39 42,19/8/1961,EtienneMartin@teleworm.us,Topoicusin,Uque8Uiseg5,50.921951, 3.899092,
Roch Denis, Poolse Winglaan,401,9520,Sint-Lievens-Houtem,0485 16 20 37,10/9/1974,RochDenis@teleworm.us,Undon1974,OquieNgiph8,51.008687, 3.850338,
Ganelon Bourdette, Rue de Liège,94,6840,Longlier,0479 80 78 44,29/8/1987,GanelonBourdette@teleworm.us,Dulthichuraw,aiL8Rai5Esh,49.942864, 5.472461,
Roslyn Grignon, Aven Ackers,190,1390,Bossut-Gottechain,0494 33 72 21,1/12/1972,RoslynGrignon@rhyta.com,Thearchist,ABeich1ch,50.71133, 4.606254,
Gaston Labelle, Rostsestraat,311,6210,Frasnes-lez-Gosselies,0477 33 53 04,21/10/1951,GastonLabelle@armyspy.com,Hattly,soor3ahC,50.528178, 4.383462,
Dominic Rivard, Kerkstraat,9,8800,Beveren,0471 53 54 36,22/11/1959,DominicRivard@teleworm.us,Kintempen,Fo5ohchae,51.01386, 3.19746,
Artus Marleau, Netelaan,172,8510,Kooigem,0484 91 31 88,5/5/1982,ArtusMarleau@teleworm.us,Kinters,ohR5eeQua,50.91402, 3.361149,
Beltane Rouleau, Korte Noordsstraat,469,3770,Val-Meer,0486 75 21 86,27/5/1988,BeltaneRouleau@rhyta.com,Decten88,ahNgobah7,50.84924, 5.532352,
Francis Drouin, Rue du Bois Colau,496,8730,Oedelem,0476 30 20 70,18/7/1995,FrancisDrouin@rhyta.com,Witteplaidep,co2jahZie,51.091429, 3.308864,
Langley Busson, Herentalsebaan,319,1120,Brussel,0495 49 95 53,19/9/1950,LangleyBusson@teleworm.us,Sclows,ij8Teur3,50.831411, 4.393866,
Romain Bousquet, Tiegemberg,106,6717,Tontelange,0470 64 73 16,12/10/1987,RomainBousquet@dayrep.com,Anctinget,ooWeseuf0ee,49.815737, 5.719282,
Tearlach Sirois, Oostjachtpark,11,7141,Carnières,0495 88 63 29,25/6/1950,TearlachSirois@armyspy.com,Toneve,FeiGh1ah,50.466677, 4.33722,
Gilbert Lebel, Tienne à Many,347,5340,Haltinne,0476 69 25 39,2/3/1983,GilbertLebel@dayrep.com,Paing1983,woWevam0ah,50.500272, 5.081081,
Jérôme Grivois, Rue de Sy,202,6140,Fontaine-l'Evêque,0476 76 22 25,20/3/1995,JeromeGrivois@jourrapide.com,Brequir1995,ahSoot3yi,50.438707, 4.327826,
Nouel Bazin, Ringlaan,53,8380,Dudzele,0489 83 21 42,17/5/2000,NouelBazin@teleworm.us,Thopecive,ACei8noi,51.186024, 3.154785,
Garland Beauchamp, Rue de Liège,371,4710,Lontzen,0477 99 78 32,5/5/2007,GarlandBeauchamp@rhyta.com,Anowelf07,Faifan7euz,50.604488, 6.082016,
Montague Michel, Dijkstraat,270,2430,Eindhout,0471 85 73 51,25/1/1993,MontagueMichel@armyspy.com,Crouniontim,Shaet1eing9,51.065605, 5.022397,
Bruno Morel, Chaussée de Wavre,61,6543,Bienne-lez-Happart,0483 16 09 83,15/11/2000,BrunoMorel@armyspy.com,Clis2000,Ebee4Yaep,50.415202, 4.29432,
Senior Bouvier, Rue Dielhère,87,2380,Ravels,0477 61 13 10,29/7/1997,SeniorBouvier@dayrep.com,Resichey,Ohpaich1,51.394365, 5.047791,
Quincy Grandbois, Serenade Opus,320,3890,Vorsen,0488 99 94 93,18/7/1954,QuincyGrandbois@teleworm.us,Morsitens,neigiV7ph,50.771569, 5.280201,
Platt Melanson, Ringlaan,370,3080,Duisburg,0494 89 09 37,18/6/2004,PlattMelanson@jourrapide.com,Prigivers,Thah1Du7Ei,50.878426, 4.488359,
Varden Sanschagrin, Booischotseweg,242,5100,Jambes,0496 64 92 20,29/5/1978,VardenSanschagrin@armyspy.com,Makerve,Oochah6lu3,50.396077, 4.907161,
Donatien Cartier, Heirstraat,167,6987,Marcourt,0474 88 06 50,5/9/1957,DonatienCartier@rhyta.com,Pruch1957,li4Ohmocic,50.302916, 5.597299,
Francis Lamoureux, Aven Ackers,300,6200,Bouffioulx,0473 63 14 95,11/8/1980,FrancisLamoureux@rhyta.com,Poill1980,eoX7QuaSaeN,50.365733, 4.604382,
Amaury Bourdette, Lodorp,112,1360,Malèves-Ste-Marie-Wastines,0492 90 74 51,9/12/1979,AmauryBourdette@rhyta.com,Sainat,otee3Beow,50.693171, 4.854529,
Florismart Racicot, Tiegemberg,158,4670,Trembleur,0487 45 16 59,31/8/1974,FlorismartRacicot@dayrep.com,Cherthem,cah4ic1joeY,50.623479, 5.701227,
Noël Davignon, Rue de Birmingham,59,3290,Diest,0480 64 52 20,9/1/2004,NoelDavignon@armyspy.com,Olike2004,ieGh9Sho5ah,51.070802, 5.114961,
Philippe Lacharité, Rue du Cornet,150,7800,Ath,0476 10 78 78,22/4/1962,PhilippeLacharite@teleworm.us,Yourache,Aid0Wae3iN,50.677588, 3.713695,
Théophile Authier, Grote Baan,491,2460,Kasterlee,0491 11 38 34,6/8/1959,TheophileAuthier@armyspy.com,Hisseepow,ooshos8Aefah,51.301678, 4.956992,
Grégoire Rhéaume, Oostjachtpark,359,6850,Carlsbourg,0484 43 45 59,10/2/1963,GregoireRheaume@teleworm.us,Crue1963,eb6ooth8iYoh,49.873086, 5.142078,
Nicolas Bizier, Stationsstraat,432,1701,Itterbeek,0482 81 46 63,3/5/1965,NicolasBizier@teleworm.us,Quiptair,ooMi8aipee,50.899569, 4.181965,
Éric Carignan, Rue de Fontigny,105,6830,Rochehaut,0492 85 26 85,5/4/1965,EricCarignan@teleworm.us,Famess,aiFooRe5,49.752125, 4.990298,
Ganelon Dupuis, Rue du Château,457,3210,Linden,0476 35 03 12,22/2/1950,GanelonDupuis@teleworm.us,Bescultat,shohJaiTae6cie,50.958403, 4.820521,
Charlot Racicot, Blekersdijk,38,4357,Donceel,0487 30 72 62,7/9/2000,CharlotRacicot@dayrep.com,Siblen,ethu3Aix,50.747428, 5.414696,
Royden Desrosiers, Door Van dijckstraat,263,6811,Bulles,0493 95 89 44,17/12/1959,RoydenDesrosiers@teleworm.us,Heady1959,Cah5aex0,49.638491, 5.355816,
Franck Pinette, Rue Engeland,197,9660,Nederbrakel,0470 34 38 38,24/2/1966,FranckPinette@rhyta.com,Prisperfes,Oefi8quohGh,50.859441, 3.68796,
Valiant Robitaille, Lambrechtstraat,477,6920,Wellin,0479 18 01 26,29/3/1990,ValiantRobitaille@jourrapide.com,Doway1990,Jaesi6roh8,50.113878, 5.019296,
Gaetan Gauvin, Rue des Honnelles,440,2240,Zandhoven,0485 73 71 12,19/7/1990,GaetanGauvin@teleworm.us,Immirty90,Aingee9ie,51.252817, 4.590065,
Antoine Saucier, Serenade Opus,42,2290,Vorselaar,0488 19 44 69,4/7/1989,AntoineSaucier@dayrep.com,Abouldepard89,eiS4EiPhoo,51.173313, 4.75561,
Bernard Blais, Brixtonlaan,110,1450,Chastre,0492 39 41 40,3/12/1967,BernardBlais@teleworm.us,Rill1967,phemoiN9al,50.568843, 4.703089,
Somerville Grivois, Route de Neufchateau,189,5620,Hemptinne-lez-Florennes,0479 41 91 59,21/10/1998,SomervilleGrivois@jourrapide.com,Wive1998,ahtuv3thoNg,50.291463, 4.658527,
Lowell Sabourin, Serenade Opus,444,9120,Vrasene,0470 30 07 54,8/3/1973,LowellSabourin@jourrapide.com,Lincelf,dahk3Ohvai,51.28655, 4.210195,
Grosvenor Poirier, Rue Fouramont,475,4684,Haccourt,0471 74 32 24,31/8/1976,GrosvenorPoirier@teleworm.us,Lanxim,Eedoomee2ai,50.676836, 5.759845,
Donatien Duffet, Rue de Genville,460,7120,Peissant,0474 57 74 49,29/6/1954,DonatienDuffet@armyspy.com,Humpeatered,aengu6Zeeb9,50.346365, 4.154302,
Chapin Fournier, Lange Elzenstraat,354,3960,Bree,0485 23 73 48,25/6/1954,ChapinFournier@armyspy.com,Wirave,nohr6oZaik1,51.24208, 5.590648,
Romain Lagrange, Rue du Bienne,311,1600,Oudenaken,0496 64 46 39,30/10/1963,RomainLagrange@rhyta.com,Wartind,Omee9xeshie,50.841449, 4.22258,
Roslyn Course, Aven Ackers,30,6440,Boussu-lez-Walcourt,0481 84 00 57,7/5/1993,RoslynCourse@rhyta.com,Beentherize,Shei0loogh,50.058088, 4.285489,
Prewitt Cailot, Luchthavenlaan,293,6870,Mirwart,0490 66 15 70,5/3/1974,PrewittCailot@dayrep.com,Thimirse,xu0aeGohmaCh,50.009143, 5.358507,
Aubin Echeverri, Rue de Baras,471,7520,Templeuve,0488 29 55 90,16/2/1996,AubinEcheverri@jourrapide.com,Youltakince,roo3Oogh9,50.57978, 3.303019,
Dominique Bourque, Rue du Pont Simon,168,7811,Arbre,0493 44 93 26,4/12/1963,DominiqueBourque@armyspy.com,Forearephe,maiL1eew,50.570461, 3.82267,
Somerville Guimond, Rue du Vert Galant,230,4350,Pousset,0488 25 32 88,11/2/1976,SomervilleGuimond@armyspy.com,Lumen1976,moy6uNgaeng,50.722748, 5.218272,
Zdenek Jetté, Nieuwe Baan,2,6560,Bersillies-l'Abbaye,0475 23 52 14,8/8/2001,ZdenekJette@armyspy.com,Inke2001,Paizoo4vei,50.246809, 4.145979,
Saber Mouet, Populierenstraat,337,8660,Adinkerke,0485 67 46 63,17/6/1992,SaberMouet@jourrapide.com,Hisir1992,aeh0Hie1eev,51.041522, 2.623028,
Millard Meilleur, Rue du Pont Simon,313,4990,Arbrefontaine,0491 68 72 54,11/2/2006,MillardMeilleur@armyspy.com,Waget2006,ohz3We5pei,50.227686, 5.661809,
Théodore Doiron, Rostsestraat,310,5650,Fraire,0491 25 00 69,19/6/1990,TheodoreDoiron@jourrapide.com,Liff1990,thex9leeWoo,50.260488, 4.559382,
Searlas Leroux, Rue Leval,429,8433,Schore,0478 54 93 66,2/2/1968,SearlasLeroux@armyspy.com,Poreade,No6Boba5fu,51.143761, 2.860985,
Laurent Desrosiers, Dijkstraat,369,3941,Eksel,0479 76 98 01,10/7/1956,LaurentDesrosiers@armyspy.com,Fews1956,tauCh1aing7,51.213424, 5.483225,
Seymour Adler, Putstraat,24,6890,Smuid,0484 59 83 79,10/9/1978,SeymourAdler@rhyta.com,Wens1978,Chaucah9oogh,49.965889, 5.203056,
Charlot L'Heureux, Rue de la Briqueterie,155,3803,Gorsem,0474 15 14 68,13/6/1959,CharlotLHeureux@teleworm.us,Chreash,ievi3Yoh0sh,50.821582, 5.150991,
Vaden Deschênes, Nieuwe Baan,122,4360,Bergilers,0472 73 99 81,2/4/1976,VadenDeschenes@teleworm.us,Mortur,Zu3oi4ahng,50.679777, 5.407032,
D'Arcy Bélanger, Rue de la Sarthe,186,4671,Housse,0493 63 78 57,4/6/1960,DArcyBelanger@rhyta.com,Plualked,aveithie2Ee,50.750808, 5.603546,
Ernest Brunault, Netelaan,458,2500,Koningshooikt,0476 98 09 91,13/12/1987,ErnestBrunault@armyspy.com,Oushe1987,aighae3OhM4,51.05649, 4.570686,
Cloridan Deserres, Rue Libert,493,4520,Wanze,0497 35 11 04,14/7/1953,CloridanDeserres@teleworm.us,Awaseen,aiH8aegiel,50.520931, 5.227476,
Bellamy Lampron, Heuvenstraat,449,9690,Zulzeke,0486 76 54 87,18/12/1962,BellamyLampron@jourrapide.com,Coweressel,Il2chooreZa,50.767501, 3.715291,
Pierre Dodier, Rue du Moulin,392,6856,Fays-les-Veneurs,0484 76 67 12,17/3/1976,PierreDodier@teleworm.us,Thingaing,Vicu8pe6ein,49.805933, 5.149822,
Christien Turgeon, Rue du Centre,468,5680,Matagne-la-Petite,0489 23 22 47,20/4/2002,ChristienTurgeon@rhyta.com,Thell2002,eb9uViBu,50.243616, 4.730557,
Alfred Sabourin, Westdorp,440,4557,Tinlot,0487 55 58 73,18/7/1973,AlfredSabourin@rhyta.com,Thembine,biYeeD4ooZae,50.548715, 5.352587,
Ray St-Pierre, Rue de la Poste,424,7520,Ramegnies-Chin,0497 27 32 12,30/12/1980,RaySt-Pierre@dayrep.com,Buts1980,aeVoh1Xaeca,50.660175, 3.303172,
Carolos Grondin, Rue du Bienne,179,8460,Oudenburg,0496 68 63 23,21/5/1999,CarolosGrondin@rhyta.com,Whange,ieShieR3ph,51.139459, 3.096819,
Amaury de Chateaub, Rue du Chapy,22,3670,Gruitrode,0493 16 01 33,11/4/1996,AmaurydeChateaub@teleworm.us,Hert1996,zut9quahCh,51.14568, 5.515601,
Richard Neufville, Korte Noordsstraat,147,3631,Uikhoven,0496 23 17 58,30/5/1995,RichardNeufville@rhyta.com,Beley1995,ohB9WeezoQu,50.865447, 5.656466,
Archaimbau Audibert, Pierre Delannoyplaats,289,7120,Estinnes,0489 54 15 16,23/12/1998,ArchaimbauAudibert@rhyta.com,Sartury,EYu2aex1o,50.41468, 4.039359,
Rabican Binet, Brixtonlaan,14,5650,Chastrès,0476 80 05 17,1/4/2003,RabicanBinet@rhyta.com,Darphe,hioShe7vup,50.319577, 4.526019,
Millard Lemaître, Kerkstraat,196,1547,Bever,0487 46 73 88,23/6/1983,MillardLemaitre@armyspy.com,Butivene,Auseig1ip2e,51.011627, 4.296526,
Benoît Potvin, Avenue Emile Vandervelde,388,7623,Rongy,0480 40 72 01,15/12/1987,BenoitPotvin@dayrep.com,Affied,ShahRae6m,50.612729, 3.466403,
Talbot Briard, Route de Vonèche,272,5670,Vierves-sur-Viroin,0492 57 16 14,17/6/1961,TalbotBriard@dayrep.com,Forprompary,ooph4ahF3sh,50.062401, 4.694563,
Arthur Langlais, Rue de Berloz,50,1435,Corbais,0473 30 34 06,21/6/1987,ArthurLanglais@jourrapide.com,Wheres,ies3doo1Ch,50.665551, 4.566351,
Marcel Dubeau, Tiegemberg,261,6840,Tournay,0472 25 00 52,7/12/1979,MarcelDubeau@jourrapide.com,Ancesse,Oopeeb8ogh,49.914392, 5.398493,
Peppin Patenaude, Industrieweg,150,6671,Bovigny,0483 68 25 74,2/6/2007,PeppinPatenaude@jourrapide.com,Tookins,eeRaigh8h,50.1808, 5.871226,
Jérôme Deschênes, Rue Fouramont,290,6792,Halanzy,0473 46 84 23,15/2/1960,JeromeDeschenes@teleworm.us,Triated60,Bi4aeng9Fee,49.602573, 5.679991,
Guerin Bonnet, Rue des Ecoles,456,8640,Vleteren,0489 17 42 70,7/5/1976,GuerinBonnet@teleworm.us,Blat1976,eiZu9ela3,51.019348, 2.828213,
Montague Lessard, Rue Haute,470,4801,Stembert,0491 68 00 09,28/3/1981,MontagueLessard@rhyta.com,Cowake81,Cheexohb4,50.666879, 5.904455,
Talon Giroux, Ringlaan,230,3350,Drieslinter,0474 88 47 43,9/2/1985,TalonGiroux@dayrep.com,Boint1985,Ahcei1oagi,50.883041, 5.120902,
Fitz Rocher, Rue de Baras,236,5020,Temploux,0498 27 71 85,1/1/2000,FitzRocher@dayrep.com,Expron,gi4Eizaing,50.499333, 4.769823,
Harbin Maheu, Avenue des Sartiaux,32,7370,Wihéries,0473 63 35 12,26/4/1951,HarbinMaheu@dayrep.com,Relly1951,he0eeChae,50.425588, 3.787125,
Arber Lazure, Herentalsebaan,161,1120,Brussel,0481 82 87 56,18/3/1979,ArberLazure@teleworm.us,Dompen,waeQu7ahpa,50.930207, 4.329017,
Karel Marois, Rue du Centre,307,3742,Martenslinde,0491 50 63 86,16/6/1959,KarelMarois@teleworm.us,Alikee,HoofeeH2ey2,50.786804, 5.431303,
René Pirouet, Rue de la Poste,170,2870,Puurs,0479 93 55 24,17/2/1960,RenePirouet@jourrapide.com,Siquineare1960,vu2tho3joQu,51.002691, 4.251974,
Platt St-Jean, Mandemakersstraat,354,3111,Wezemaal,0488 37 83 66,3/2/1996,PlattSt-Jean@jourrapide.com,Eirchey,eeM2Lu6c,51.025987, 4.705304,
Philip Gregoire, Rue du Bienne,486,8553,Otegem,0484 60 16 30,24/9/1958,PhilipGregoire@dayrep.com,Magaraind,YeaN1Goh,50.762131, 3.4285,
Émile Adler, Hooivelden,306,8500,Kortrijk,0480 52 61 13,12/4/1997,EmileAdler@dayrep.com,Realke1997,Ahph0hig2,50.881727, 3.31891,
Brigliador Duval, Hauwaart,299,7540,Melles,0471 75 46 82,22/5/1955,BrigliadorDuval@dayrep.com,Abires55,zo4aeL6ae,50.647328, 3.465009,
Marlon Guérette, Rue Henri Lambert,308,4920,Harzé,0484 30 25 77,29/1/1961,MarlonGuerette@dayrep.com,Sincing,ogie1eeH,50.460952, 5.737496,
Moore Leclair, Linieweg,395,3650,Lanklaar,0480 30 05 91,27/4/1982,MooreLeclair@jourrapide.com,Girs1982,thuaThohc0h,50.961475, 5.684132,
Courtland Brunault, Poolse Winglaan,160,9830,Sint-Martens-Latem,0491 18 71 83,26/9/1956,CourtlandBrunault@rhyta.com,Ageopy1956,Phohgee0io,51.062537, 3.573935,
Gradasso Deniger, Booischotseweg,111,5580,Jemelle,0477 92 00 33,12/1/1976,GradassoDeniger@jourrapide.com,Besided,raig0xov4Ee,50.214204, 5.296017,
Ernest Picard, Hooivelden,179,4720,Calamine,0470 35 52 16,25/4/1971,ErnestPicard@rhyta.com,Smonstake,iJief0aer,50.378378, 6.098219,
Kerman Riel, Brixtonlaan,189,7903,Chapelle-à-Wattines,0494 59 36 52,18/5/1988,KermanRiel@rhyta.com,Oblett,ceedoo1Oh,50.490102, 3.778207,
Arnou Trottier, Courtensdreef,341,3550,Heusden-Zolder,0479 48 08 26,20/6/1964,ArnouTrottier@jourrapide.com,Ancell,queegeiPh5,51.011439, 5.310201,
Dominique Brisebois, Rue de la Sarthe,468,7110,Houdeng-Aimeries,0489 62 22 23,25/2/1977,DominiqueBrisebois@teleworm.us,Solivocks1977,ohPuch3oh,50.51317, 4.173142,
Gabriel Paradis, Eikstraat,413,4960,Bellevaux-Ligneuville,0476 44 73 26,23/1/1992,GabrielParadis@dayrep.com,Geoppons92,Aephae2shee,50.476145, 6.089527,
Marlon Lessard, Rue de Baras,246,9140,Temse,0490 21 39 45,18/3/1966,MarlonLessard@dayrep.com,Quould66,ephuNg7coo0ph,51.158805, 4.308213,
Xarles Desilets, Rue de la Sarthe,356,7301,Hornu,0484 40 62 34,20/5/1954,XarlesDesilets@armyspy.com,Youtheiges54,ahs1Guve,50.420446, 3.825009,
Roger Therriault, Rue Supexhe,434,9112,Sinaai-Waas,0473 39 82 23,16/3/1951,RogerTherriault@dayrep.com,Gerneve1951,eesi9Iequo4,51.070341, 4.11415,
Gérard Arpin, Putstraat,94,4851,Sippenaeken,0496 19 98 16,13/10/1951,GerardArpin@teleworm.us,Trind1951,thoGh4aeh,50.661802, 6.054525,
Bayard Grimard, Brixtonlaan,498,4654,Charneux,0496 73 42 89,8/11/2004,BayardGrimard@dayrep.com,Teards,aho4Ohp4,50.701666, 5.798623,
Didier Chauvet, Rue du Commerce,92,8630,Wulveringem,0484 83 46 84,30/5/1996,DidierChauvet@armyspy.com,Addermild,Wohng1eesie,51.077755, 2.763161,
Vaden Quiron, Rue des Taillis,103,8830,Gits,0497 23 91 99,17/6/1973,VadenQuiron@teleworm.us,Engand,obaif3Mojoo,50.903009, 3.087591,
Rémy Devoe, Rue de la Briqueterie,2,3380,Glabbeek,0488 35 12 50,3/11/1979,RemyDevoe@rhyta.com,Hicend,is3uthooQui,50.778852, 4.990251,
Jérôme Michaud, Rue Bouhouille,443,2627,Schelle,0484 43 93 72,21/5/1958,JeromeMichaud@dayrep.com,Kinmany58,uo4ieBaes,51.106986, 4.347943,
Xavier Sauvé, Chaussée de Liège,202,5570,Honnay,0496 12 13 56,15/5/1957,XavierSauve@dayrep.com,Satich57,UuC5ieR7Uth,50.225689, 4.908314,
Avent DeGrasse, Rue de Boneffe,127,1421,Ophain-Bois-Seigneur-Isaac,0480 21 84 07,3/8/1980,AventDeGrasse@dayrep.com,Ousce1980,Oraih4bei,50.633514, 4.382799,
Delmar Plourde, Lange Elzenstraat,443,8000,Brugge,0490 27 64 61,26/3/1962,DelmarPlourde@teleworm.us,Gint1962,osh4iekaeC,51.236264, 3.21848,
Orson Bonneville, Rue du Bienne,199,9200,Oudegem,0480 34 74 20,11/1/2003,OrsonBonneville@armyspy.com,Crue2003,Ca0oor9naqu,51.107976, 4.021539,
Manville Charlesbois, Lodewijk De Raetlaan,345,7340,Colfontaine,0490 23 55 24,23/3/1967,ManvilleCharlesbois@jourrapide.com,Saids1967,tho0theeK,50.336119, 3.888717,
Ganelon Huot, Schoolstraat,447,3400,Wange,0498 53 68 07,1/3/1984,GanelonHuot@jourrapide.com,Fifienew,Diequ0fee0ph,50.846852, 5.130084,
William Lanteigne, Avenue Huart Hamoir,149,3440,Budingen,0487 22 94 71,23/1/1989,WilliamLanteigne@teleworm.us,Niand1989,jeiM6Hahch,50.801304, 5.170344,
Florus Fremont, Rue des Buissons,379,2970,Gravenwezel,0475 73 02 78,18/6/1973,FlorusFremont@teleworm.us,Signatich,ai4Teise,51.209115, 4.523407,
Pryor Côté, Schietboompleinstraat,200,1320,L'Ecluse,0474 21 28 56,7/10/1990,PryorCote@rhyta.com,Sught1990,oa3eim8Ahd,50.859561, 4.855088,
Scoville D'Avis, Rue Camille Joset,348,7601,Roucourt,0480 83 56 22,17/11/1999,ScovilleDAvis@armyspy.com,Winvelits,oohoh6Aiya,50.600859, 3.648084,
Bernard Souplet, Rue des Campanules,129,8600,Stuivekenskerke,0489 65 19 90,16/10/1969,BernardSouplet@dayrep.com,Goestoo,Zoxub8ahbae,51.02077, 2.810044,
Martin Souplet, Linieweg,225,6111,Landelies,0497 66 76 31,25/10/1981,MartinSouplet@armyspy.com,Revent,Ahxahgh2ie,50.352615, 4.414036,
Marc LaCaille, Rue Engeland,181,3040,Neerijse,0498 19 79 78,8/11/2004,MarcLaCaille@dayrep.com,Nothereaut,peiY4laec3Oo,50.755143, 4.545589,
Varden Corbeil, Rue de Bouillon,367,6470,Grandrieu,0495 78 91 07,5/9/1989,VardenCorbeil@dayrep.com,Giss1989,eaD1AhSh1J,50.077057, 4.225214,
Senapus Bisaillon, Rue de Fontigny,352,5580,Rochefort,0477 24 43 75,23/6/1996,SenapusBisaillon@armyspy.com,Worstaustany,thei8taeY,50.212895, 5.230158,
Eugène Charbonneau, Rue des Tanneurs,402,9800,Petegem-aan-de-Leie,0471 25 80 99,22/7/1951,EugeneCharbonneau@teleworm.us,Paind1951,Au3ooloj7qu,51.039125, 3.542133,
Jules Beaulieu, Rue de Bouillon,275,4650,Grand-Rechain,0478 16 48 82,13/10/1999,JulesBeaulieu@dayrep.com,Silit1999,ahlaesh5Eo1,50.634485, 5.758494,
William Lizotte, Rue des Laderies,104,4520,Vinalmont,0475 28 17 68,25/10/1993,WilliamLizotte@dayrep.com,Againt1993,Oogai5ho,50.509093, 5.169137,
Robert Lizotte, Rue de Boneffe,256,5550,Orchimont,0477 62 93 33,29/4/1986,RobertLizotte@armyspy.com,Therok,IW8uwoon,49.983849, 5.02181,
Benoît Giguère, Rue du Vert Galant,87,4350,Pousset,0472 32 41 28,26/7/1957,BenoitGiguere@rhyta.com,Fairstionly,ahB4ueToox,50.790099, 5.333328,
Léon Lagrange, Tienne à Many,87,6990,Hampteau,0474 38 63 59,23/4/1978,LeonLagrange@dayrep.com,Trory1978,Uash8aigh5,50.260569, 5.4288,
