Nicole Chalut, Raas van Gaverestraat,241,7033,Cuesmes,0484 13 00 06,11/1/1996,NicoleChalut@teleworm.us,Dooloverity,cie7Sheshoa,50.375833, 3.985363
Joy Lalonde, Rue Henri Lambert,117,5621,Hanzinelle,0491 40 18 95,12/5/1997,JoyLalonde@rhyta.com,Thordy,ooKeeB5Do2h,50.317012, 4.439469
Edmee Ménard, Rue du Manoir,9,6250,Aiseau-Presles,0480 91 47 40,26/10/1973,EdmeeMenard@armyspy.com,Oushiney,aiNee7Inee,50.44386, 4.51105
Arlette Béland, Rue Bois des Fosses,471,8780,Oostrozebeke,0498 16 54 66,10/2/1977,ArletteBeland@teleworm.us,Falk1977,tiece3ohV,50.824955, 3.305428
Maurelle Foucault, Rue de la Brasserie,13,4560,Pailhe,0478 58 59 72,24/10/1963,MaurelleFoucault@teleworm.us,Pottirldind,ji3Poociefol,50.42795, 5.307531
Frédérique Drouin, Tienne à Many,221,9220,Hamme,0493 70 56 93,26/2/1954,FrederiqueDrouin@dayrep.com,Cland1954,Oofuux7ie,51.0384, 4.194829
Slainie Mailhot, Witbakkerstraat,267,9051,Sint-Denijs-Westrem,0470 31 49 99,31/12/1997,SlainieMailhot@rhyta.com,Nints1997,Nohveewae0,51.117505, 3.723046
Babette Bélanger, Rue Fosse Piron,453,4780,Saint-Vith,0499 77 56 80,27/4/1971,BabetteBelanger@dayrep.com,Hing1971,ahNiequ5bie,50.377276, 6.076637
Linette Labossière, Luchthavenlaan,172,8552,Moen,0497 84 10 73,16/1/1964,LinetteLabossiere@jourrapide.com,Coull1964,eichohwaT8,50.794285, 3.351047
Germaine Bazin, Oostjachtpark,272,6850,Carlsbourg,0497 79 43 73,16/4/1967,GermaineBazin@jourrapide.com,Whimints,shohm2aJ3ith,49.974876, 5.09398
Arnaude Fresne, Rue des Honnelles,290,4652,Xhendelesse,0480 44 78 50,12/9/1952,ArnaudeFresne@jourrapide.com,Thershe,aiW6aiceNgai,50.61509, 5.847931
Clothilde Brunault, Rue de la Sarthe,190,7812,Houtaing,0475 94 47 36,18/7/1994,ClothildeBrunault@armyspy.com,Bult1994,keh9moh7Na3,50.698403, 3.681752
Hilaire Poulin, Place Fayat,335,3746,Hoelbeek,0473 75 70 42,21/7/2000,HilairePoulin@teleworm.us,Therbanstook,aF8iey0th,50.912589, 5.525553
Henriette Mousseau, Bessenveldstraat,147,4420,Montegnée,0497 89 44 06,26/7/1974,HenrietteMousseau@teleworm.us,Tagoink,AhsahSah8Lei,50.606833, 5.4428
Audrey Douffet, Rue de Boneffe,49,3680,Opoeteren,0492 33 20 12,17/10/1984,AudreyDouffet@rhyta.com,Ardect,ahVoo4Eif,51.017207, 5.748685
Arlette Brunelle, Populierenstraat,461,4219,Acosse,0472 51 69 54,30/11/1999,ArletteBrunelle@dayrep.com,Gaverfible,phee6eeShi,50.677171, 4.951971
Aimée Bourget, Rue Dielhère,376,3470,Ransberg,0496 93 29 47,28/3/2003,AimeeBourget@rhyta.com,Youldiong,Ighaiye4hah,50.945567, 5.07561
Honore Paré, Rue de Baras,179,6970,Tenneville,0470 49 31 48,1/5/1963,HonorePare@rhyta.com,Fach1963,ooBaloh2,50.075374, 5.590953
Sabine Bourassa, Rue Bouhouille,462,5030,Sauvenière,0493 36 97 20,21/3/1998,SabineBourassa@dayrep.com,Therstaid,Adahlohc5,50.551243, 4.653374
Annette Longpré, Rue Bois des Fosses,147,8020,Oostkamp,0481 83 30 48,7/1/2002,AnnetteLongpre@teleworm.us,Bacracks,eeCorow6al,51.190694, 3.215405
Laverne Grandpré, Blekersdijk,141,3540,Donk,0472 13 94 64,17/10/1969,LaverneGrandpre@teleworm.us,Slingly,eeChe7UX1vah,51.001305, 5.048944
Christiane Devoe, Rue Supexhe,468,2890,Sint-Amands,0498 16 80 83,1/8/1968,ChristianeDevoe@teleworm.us,Andifulated,keiH1aif0ra,50.987021, 4.195954
Raina Mailhot, Rue Leval,283,5300,Sclayn,0495 77 22 27,22/5/2005,RainaMailhot@armyspy.com,Drood2005,esie7wooK,50.559593, 4.971168
Robinette Duffet, Mandemakersstraat,411,1970,Wezembeek-Oppem,0491 90 03 99,13/4/1969,RobinetteDuffet@jourrapide.com,Equied,Weith5aug,50.901632, 4.487287
Fabienne Cinq-Mars, Rue Grande,382,9860,Balegem,0471 31 36 92,12/9/1953,FabienneCinq-Mars@teleworm.us,Fambireett,jiet1Chei1,50.885848, 3.755271
Clementine Couture, Machelsesteenweg,462,9310,Moorsel,0487 39 73 10,4/5/2005,ClementineCouture@teleworm.us,Donammis,Soh3aeChohh,51.009141, 4.005366
Cerise Berthelette, Heuvenstraat,455,3690,Zutendaal,0499 32 26 75,23/2/1982,CeriseBerthelette@teleworm.us,Ebothe82,eiyowahf3Ee,50.941248, 5.610061
Dorene Doyon, Rue Libert,380,5310,Waret-la-Chaussée,0484 97 27 30,13/3/2007,DoreneDoyon@teleworm.us,Shaticut,aeCh3vooHo,50.659696, 5.018085
Villette Gamache, Route de Neufchateau,83,3440,Helen-Bos,0470 21 35 82,25/1/1958,VilletteGamache@rhyta.com,Fection,ieKaing2po1,50.806081, 5.060544
Brunella Masson, Sur les Tailles,69,4400,Flémalle-Haute,0492 36 27 82,20/10/1967,BrunellaMasson@armyspy.com,Tobile,chie3Ail3t,50.657574, 5.416631
Yolande Jardine, Rue du Cornet,317,6860,Assenois,0497 92 89 12,18/8/2007,YolandeJardine@teleworm.us,Thadons,Cequ8ijamu0,49.775985, 5.683273
Élise Chalut, Chaussée de Tirlemont,143,2880,Weert,0474 26 51 79,21/3/1996,EliseChalut@rhyta.com,Groffirl1996,raesh4Ee,51.18708, 4.331833
Alaine Dionne, Touwslagerstraat,482,9800,Zeveren,0498 10 59 38,3/2/1980,AlaineDionne@dayrep.com,Cony1980,xah6peafuH7,50.996219, 3.676976
Rive Tollmache, Drève des Bouleaux,315,1350,Enines,0471 31 18 74,25/9/1976,RiveTollmache@rhyta.com,Miton1976,phie7oiSh,50.645167, 4.884506
Romaine Bondy, Industriestraat,403,6767,Dampicourt,0491 48 52 25,20/5/1993,RomaineBondy@jourrapide.com,Whistre,xoh4Nuozae3,49.509912, 5.513138
Georgette Sauvé, Rue des Tanneurs,430,9800,Petegem-aan-de-Leie,0470 83 72 54,2/10/1951,GeorgetteSauve@rhyta.com,Sherecomare1951,Eipheo1eig0,51.1063, 3.494549
Cinderella Des Meaux, Rue de Vonêche,118,3840,Gors-Opleeuw,0488 44 95 37,22/6/1965,CinderellaDesMeaux@rhyta.com,Revent2,thahvie7Chie,50.85892, 5.390661
Estelle Marseau, Rue de la Tannerie,180,5537,Haut-le-Wastia,0492 49 02 10,12/7/1986,EstelleMarseau@armyspy.com,Mintwoubity,Ahxozae7ai,50.271467, 4.771327
Alaine Dandonneau, Korte Noordsstraat,148,6833,Ucimont,0484 19 50 90,2/11/1969,AlaineDandonneau@rhyta.com,Siciewhad,eshee3Oh,49.898983, 5.11418
Anne Cuillerier, Rue des Buissons,202,6221,Saint-Amand,0494 94 92 86,7/3/1968,AnneCuillerier@jourrapide.com,Lorntephis,yei6Ein8ahb,50.466224, 4.62653
Claire Lambert, Rue Camille Joset,326,7601,Roucourt,0493 63 48 05,3/12/1997,ClaireLambert@jourrapide.com,Thermand1997,theito2INg,50.567263, 3.682606
Minette Gamache, Rue de Bouillon,92,6960,Grandmenil,0492 83 54 81,6/2/1958,MinetteGamache@armyspy.com,Magned,iiPu8Iegh,50.312407, 5.667604
Nicole Audibert, Rue de Sy,487,6464,Forges,0483 54 56 74,23/5/1974,NicoleAudibert@rhyta.com,Matimprod,goo3Chie,50.147807, 4.250454
Annette Martin, Pierre Delannoyplaats,171,3071,Erps-kwerps,0474 25 55 59,16/5/1956,AnnetteMartin@rhyta.com,Nerove,aeh1Seede9,50.939122, 4.47599
Fifine Duranseau, Rue de Baras,367,4560,Terwagne,0492 37 04 89,17/3/1954,FifineDuranseau@rhyta.com,Forting1954,Bohgae5koh0,50.526536, 5.353883
Agate Berthiaume, Populierenstraat,437,9300,Aalst,0493 36 73 59,31/7/1955,AgateBerthiaume@teleworm.us,Intly1955,Rei3thieh,51.006136, 4.066534
Ormazd Bisson, Rue des Laderies,357,4453,Villers-Saint-Siméon,0486 44 78 28,26/6/1964,OrmazdBisson@teleworm.us,Saings,veisoo7Eij,50.616752, 5.526515
Dorothée Bondy, Rue des Honnelles,240,2990,Wuustwezel,0480 22 93 76,28/10/1966,DorotheeBondy@teleworm.us,Limoughted,eich0haek1Oo,51.396266, 4.721835
Amedee Carrière, Passiewijk,15,3700,Nerem,0483 34 62 50,10/12/1966,AmedeeCarriere@armyspy.com,Fairie,aed0Tie5Sh,50.872385, 5.404507
Agate Monjeau, Hoge Wei,247,5580,Ave-et-Auffe,0480 42 61 31,24/4/1964,AgateMonjeau@teleworm.us,Mintly,AhLoogou1an,50.123764, 5.207489
France Lussier, Rue des Buissons,418,5081,Saint-Denis-Bovesse,0471 59 59 04,20/6/1982,FranceLussier@rhyta.com,Fonly1982,aikohph0Dei,50.555349, 4.844523
Adèle Sirois, Avenue des Sartiaux,226,2610,Wilrijk,0499 24 16 44,8/2/1950,AdeleSirois@rhyta.com,Haptinseele,aimeix8Ai,51.125181, 4.395026
Marveille Beaulac, Linieweg,235,1380,Lasne,0486 12 57 01,30/12/1994,MarveilleBeaulac@teleworm.us,Wituartany,sheiT0phi9,50.615825, 4.411446
Olivie Nadeau, Serenade Opus,292,9400,Voorde,0473 78 19 46,23/10/1976,OlivieNadeau@jourrapide.com,Therequisels,iengeeL6oor,50.940491, 4.106538
Clothilde Labbé, Oostjachtpark,129,7063,Ch.-Notre-Dame-Louvignies,0489 84 93 30,18/11/1960,ClothildeLabbe@armyspy.com,Swervat60,daegaeSau5,50.546903, 4.040942
Harriette Maheu, Chaussée de Wavre,164,6543,Bienne-lez-Happart,0472 87 44 07,5/2/1991,HarrietteMaheu@dayrep.com,Dord1991,pieJae5ca4oh,50.326853, 4.247668
Joséphine Plouffe, Route de Baschamps,464,6500,Barbençon,0483 60 54 49,6/12/2005,JosephinePlouffe@dayrep.com,Hishound,xusha9Roh,50.297335, 4.180789
Phillipa Sauvé, Rue du Bourgmestre Dandoy,335,9520,Oomb,0495 21 11 46,15/6/1976,PhillipaSauve@dayrep.com,Kinmany,EiyeeNuo8,50.859541, 3.853676
Fayme Desruisseaux, Route de Neufchateau,107,2220,Heist-Op-Den-Berg,0479 10 12 48,8/3/2004,FaymeDesruisseaux@rhyta.com,Delly2004,ohg5Dophaip,51.202652, 4.877772
Nanna Cousteau, Molenstraat,453,4630,Soumagne,0476 36 94 46,18/11/2007,NannaCousteau@teleworm.us,Darday,ooCoh0ahfie,50.583392, 5.604958
Julienne Daigneault, Rue de Genville,218,9661,Parike,0492 94 36 67,8/9/1978,JulienneDaigneault@teleworm.us,Anithe,gai2dueK,50.694224, 3.728431
Virginie Paquet, Luchthavenlaan,59,9500,Moerbeke,0486 91 08 73,30/7/1960,VirginiePaquet@rhyta.com,Whippilliam,iera2shuSe,50.776936, 3.900885
Jessamine Sanschagrin, Kerkstraat,121,5030,Beuzet,0487 54 81 36,30/6/1950,JessamineSanschagrin@dayrep.com,Hemand,pheliK0jae,50.580867, 4.753194
Hélène Faure, Rue du Thisnes,167,6987,Rendeux,0473 34 10 40,12/1/1975,HeleneFaure@jourrapide.com,Intond,lei2Kur3lee,50.271696, 5.517312
Damiane Labonté, Dijkstraat,424,1982,Elewijt,0493 43 45 01,5/9/1996,DamianeLabonte@teleworm.us,Theith,Chem5wie0,51.046563, 4.53496
Ermengardi Lauzier, Rue Bois des Fosses,472,3945,Oostham,0499 11 77 04,24/12/1968,ErmengardiLauzier@jourrapide.com,Cognoself,lahai9Dok,51.188409, 5.416754
Elita Lachance, Rue Libert,147,4590,Warzée,0478 24 27 20,26/7/1968,ElitaLachance@dayrep.com,Theigiche,Ohthea9ae,50.408025, 5.441837
Olympia Loiselle, Booischotseweg,87,5100,Jambes,0493 42 40 55,11/3/1976,OlympiaLoiselle@armyspy.com,Hiche1976,ew6Seengak0,50.399529, 4.880679
Natalie Abril, Brixtonlaan,426,4537,Chapon-Seraing,0474 38 89 60,13/9/1967,NatalieAbril@jourrapide.com,Coultoy,joR3iu0ier,50.568567, 5.358727
Margaux Mazuret, Luchthavenlaan,175,3790,Moelingen,0485 51 29 03,18/5/1955,MargauxMazuret@jourrapide.com,Othe1955,mutah7eeV,50.712326, 5.853472
Leala Busque, Putstraat,408,6890,Smuid,0476 92 41 13,15/10/2004,LealaBusque@teleworm.us,Digivoic2004,Jo2oc9eiK,49.948165, 5.222329
Odette Brunelle, Rue de Vonêche,50,5555,Graide,0490 72 39 53,15/4/1979,OdetteBrunelle@rhyta.com,Adving,aemi7koh6Phei,49.99107, 5.103118
Lundy Gingras, Rue Haute,135,4801,Stembert,0487 17 54 28,14/1/1979,LundyGingras@armyspy.com,Whess1979,Eh3angoof,50.583854, 5.902509
Suzette Pirouet, Rue Fouramont,120,3300,Hakendover,0498 93 18 63,21/4/1992,SuzettePirouet@jourrapide.com,Hishly,ohf7aaKeme,50.896804, 4.928084
Charmaine Miron, Raas van Gaverestraat,125,5562,Custinne,0495 77 94 17,30/3/1986,CharmaineMiron@rhyta.com,Ablared,hohC8zoowia,50.14607, 5.023183
Brier Sorel, Sur les Tailles,69,4400,Flémalle-Haute,0491 12 70 68,5/6/1986,BrierSorel@jourrapide.com,Guitterotice,Tei0uj2qu,50.528263, 5.345504
Carine Lécuyer, Rue du Chapy,326,1702,Groot-Bijgaarden,0480 66 72 71,9/2/1972,CarineLecuyer@jourrapide.com,Coging72,chae4Phai0ee,50.822527, 4.255251
Denise Pelletier, Rue Bouhouille,478,9260,Schellebelle,0492 75 67 50,20/12/1972,DenisePelletier@jourrapide.com,Tonse1972,deip6ohChie,50.960863, 3.90809
Marveille Langlois, Rue de la Brasserie,18,3583,Paal,0489 78 33 08,1/9/1995,MarveilleLanglois@rhyta.com,Thatinat,Vohyae6ie,50.968507, 5.142916
Arienne Gosselin, Lodewijk De Raetlaan,153,6810,Chiny,0491 77 56 80,16/6/2004,ArienneGosselin@teleworm.us,Pragnotherse,evu4Thoow,49.665286, 5.334759
Voleta Bonnet, Place Léopold,420,2270,Herenthout,0476 60 29 96,4/4/1987,VoletaBonnet@teleworm.us,Opre1987,Oun3aemi6,51.185001, 4.728529
Villette Potvin, Rue de Berloz,363,5336,Courrière,0481 28 36 12,28/5/1963,VillettePotvin@dayrep.com,Forneadil1963,Gigo3noovei,50.310808, 4.904857
Jeannine Pépin, Tienne à Many,460,1785,Hamme,0499 14 85 64,22/9/1988,JeanninePepin@armyspy.com,Whours,Ia8FaJoo,50.951978, 4.254099
Harriette Courcelle, Witbakkerstraat,473,1742,Sint-Katherina-lombeek,0491 44 39 65,9/1/1998,HarrietteCourcelle@armyspy.com,Fredly,izo2Aephee,50.833534, 4.168802
Amarante Labrosse, Mandemakersstraat,295,3700,Widooie,0480 13 21 68,13/1/1964,AmaranteLabrosse@rhyta.com,Weress2,eeteiQu0,50.766188, 5.429546
Valentine Chenard, Pont du Chêne,455,5542,Blaimont,0492 25 03 63,17/3/1956,ValentineChenard@jourrapide.com,Seliestionce,uuy1Quo9e,50.19674, 4.878958
Dalmace Gauvin, Raas van Gaverestraat,336,5660,Cul-des-Sarts,0499 38 07 01,27/12/1961,DalmaceGauvin@teleworm.us,Hisibut,zieth9Oodie,50.05383, 4.450665
Claire Jardine, Rue du Stade,42,5570,Beauraing,0495 60 00 10,28/12/2002,ClaireJardine@teleworm.us,Proself,Ahwee2beGh,50.063749, 4.979383
Orva Beauchamp, Rue Jean Lorette,62,5502,Thynes,0476 25 85 33,20/7/1980,OrvaBeauchamp@teleworm.us,Leord1980,eucee6jah8U,50.35946, 5.075479
Patricia Sabourin, Rue de Birmingham,206,2100,Deurne,0470 43 01 12,14/7/2002,PatriciaSabourin@dayrep.com,Mexamo,uu6OuSh3ai,51.205091, 4.499799
Cher Auger, Rue de Sy,11,6140,Fontaine-l'Evêque,0489 44 30 82,26/11/1978,CherAuger@armyspy.com,Dianow,uG6phohfai3m,50.407621, 4.338159
Lucille Étoile, Noordstraat,23,7866,Bois-de-Lessines,0490 23 82 82,9/9/1981,LucilleEtoile@jourrapide.com,Elons1981,uzae4aiZa9,50.687689, 3.789438
Fayette Bordeleau, Rue des Campanules,91,7618,Taintignies,0472 50 57 17,3/11/1992,FayetteBordeleau@rhyta.com,Griat1992,ooquae5aiT,50.59244, 3.391336
Adrienne Cailot, Rue du Bienne,352,4340,Othée,0476 88 35 51,27/10/1978,AdrienneCailot@dayrep.com,Wireds78,EeJ4awu5hah,50.725281, 5.535414
Crescent Riquier, Rue du Stade,188,9520,Bavegem,0493 16 92 28,10/4/1994,CrescentRiquier@jourrapide.com,Abires,Eev4eede0h,50.973956, 3.915584
Royale Grivois, Tienne à Many,186,3930,Hamont-Achel,0483 21 70 84,25/10/1957,RoyaleGrivois@teleworm.us,Cipen1957,peefaeVi2,51.245522, 5.556419
Joy Lamoureux, Rue des Ecoles,9,3770,Vlijtingen,0475 43 91 88,14/8/1960,JoyLamoureux@dayrep.com,Deconsenry,ieNgei2einee,50.910468, 5.683117
Belda Mireault, Place Léopold,137,9310,Herdersem,0496 84 34 70,11/7/2000,BeldaMireault@teleworm.us,Wents2000,shoo4aiNoh,50.877623, 4.027837
Azura Desroches, Rue Bois des Fosses,220,9660,Opbrakel,0485 18 19 05,16/10/1971,AzuraDesroches@jourrapide.com,Youreame,Veil8quu,50.902603, 3.711064
Dalmace Chouinard, Drève des Bouleaux,355,9320,Erembodegem,0478 22 47 17,21/3/1979,DalmaceChouinard@jourrapide.com,Reords,shie7Shae,51.005116, 3.970601
Bradamate Asselin, Rue Fosse Piron,216,4780,Saint-Vith,0497 22 91 61,3/11/1995,BradamateAsselin@jourrapide.com,Imme1995,mai0Jaichie,50.258659, 5.966025
Ninette Archambault, Rue du Stade,229,5570,Beauraing,0479 46 74 72,16/12/1967,NinetteArchambault@rhyta.com,Makilds,Ooxoocah4ai,50.057468, 4.883286
Estelle Josseaume, Schoolstraat,399,3401,Walsbets,0477 59 37 40,9/6/2007,EstelleJosseaume@jourrapide.com,Tiese2007,Zeet0ieT2toh,50.712473, 5.019238
Brie Bérubé, Brixtonlaan,191,4537,Chapon-Seraing,0490 16 64 78,12/8/1965,BrieBerube@rhyta.com,Pliteard65,nahthahd0Ei,50.55469, 5.245317
Rosamonde Ménard, Industrieweg,170,2288,Bouwel,0485 87 16 63,17/9/1954,RosamondeMenard@armyspy.com,Thall1954,Iichahdee2,51.128043, 4.628721
Erembourg Rodrigue, Rue de Vonêche,222,3840,Gors-Opleeuw,0496 42 20 85,21/7/1994,ErembourgRodrigue@teleworm.us,Capperes94,eeFeRiez6ul,50.756071,5397
Valérie Tremblay, Hooivelden,110,1950,Kraainem,0496 86 50 25,26/5/1979,ValerieTremblay@rhyta.com,Butial1979,ohNge2vei,50.801473, 4.527507
Victorine Bolduc, Bessenveldstraat,78,3294,Molenstede,0491 76 07 77,23/2/1973,VictorineBolduc@jourrapide.com,Famitenton,nah1Maquohy,50.955894, 5.028362
Comforte Gendron, Rue Jean Lorette,305,6230,Thiméon,0499 62 54 76,23/12/2005,ComforteGendron@dayrep.com,Famannot,ui7eih3Cai,50.394328, 4.500839
Astrid Laliberté, Rue du Cornet,13,3404,Attenhoven,0470 86 71 29,3/6/2007,AstridLaliberte@dayrep.com,Ciage2007,tai2rohM,50.777573, 5.030201
Avelaine Laprise, Industrieweg,138,5590,Braibant,0495 18 48 86,27/1/1990,AvelaineLaprise@dayrep.com,Crulton,Eenie6ji,50.324172, 5.082698
Anaïs Labonté, Rue de Piétrain,70,9681,Nukerke,0497 90 33 54,10/2/1974,AnaisLabonte@jourrapide.com,Timserly,beed4ohCohs,50.763823, 3.625468
Ancelina Pelland, Rue du Pont Simon,458,8570,Anzegem,0494 42 42 03,11/10/1985,AncelinaPelland@dayrep.com,Migniver85,chaHie6sh,50.742747, 3.550772
Mignonette Cormier, Witbakkerstraat,23,8880,Sint-Eloois-Winkel,0495 10 25 52,22/8/1999,MignonetteCormier@armyspy.com,Difewore99,shahbahH3xu,50.836782, 3.129381
Mariette Piedalue, Rue du Presbytère,147,4530,Vieux-Waleffe,0480 23 90 32,2/12/1950,MariettePiedalue@dayrep.com,Idents,Bei4xohmoh,50.514528, 5.192611
Brigitte Parenteau, Schoolstraat,449,5570,Wancennes,0497 31 66 17,22/10/1961,BrigitteParenteau@dayrep.com,Comel1961,Ae6seikae,50.120352, 4.836024
Magnolia Laprise, Rue du Bourgmestre Dandoy,443,7866,Ollignies,0477 37 26 30,18/5/1992,MagnoliaLaprise@teleworm.us,Hincycle,eenu5ue1T,50.639993, 3.821569
Arlette Dumoulin, Rue du Stade,264,5570,Beauraing,0478 73 29 06,15/10/1996,ArletteDumoulin@armyspy.com,Uporly,iz6Aepieh9ei,50.062413, 4.912187
Etoile Charest, Herentalsebaan,190,1200,Brussel,0470 21 08 48,14/11/1972,EtoileCharest@jourrapide.com,Whavereend72,ohR1no3oh,50.800341, 4.461222
Ormazd Sirois, Rue de Berloz,290,5590,Conneux,0472 94 61 21,3/6/1974,OrmazdSirois@teleworm.us,Bessithe,oGovie3wo,50.35598, 4.968263
Agathe Lafrenière, Populierenstraat,171,8660,Adinkerke,0471 63 55 11,19/9/1985,AgatheLafreniere@dayrep.com,Birear,Hap9ooJaX,51.184544, 2.542566
Jacqueline Parrot, Tienne à Many,24,4210,Hannêche,0473 49 03 78,13/2/1991,JacquelineParrot@armyspy.com,Dampacked,ahgh0aeL,50.572891, 5.131499
Jacquenett David, Kapelaniestraat,67,5580,Lessive,0471 11 93 39,9/12/1975,JacquenettDavid@jourrapide.com,Womer1975,Zuexeipu5ph,50.189569, 5.124614
Dixie Pinneau, Industriestraat,491,6020,Dampremy,0490 58 47 09,7/7/1981,DixiePinneau@dayrep.com,Andelf,xah0Fah7ra,50.414547, 4.339406
Yolette LaCaille, Rue Fosse Piron,128,5002,Saint-Servais,0475 33 09 43,2/11/1982,YoletteLaCaille@rhyta.com,Whoseeps,Pak4saingoh,50.392841, 4.860978
Favor Desilets, Rue Leval,54,4100,Seraing,0479 15 10 33,30/11/1969,FavorDesilets@teleworm.us,Sweeprive,Oow3Iewaez,50.579857, 5.53373
Fifine Despins, Rue du Cornet,263,6790,Aubange,0478 94 03 34,7/5/1988,FifineDespins@dayrep.com,Theded,eyaiZaph4ee,49.490875, 5.701423
Laure Marcoux, Rue de Bouillon,198,1850,Grimbergen,0489 24 87 47,22/5/1952,LaureMarcoux@rhyta.com,Truithe,Vae2RohPh,50.835791, 4.483007
Raison Dostie, Eikstraat,348,1730,Bekkerzeel,0493 40 65 22,15/2/1976,RaisonDostie@dayrep.com,Whigelp2,uu0ahPahX1,50.881703, 4.21689
Ancelina Labossière, Rue de Fontigny,341,2820,Rijmenam,0489 26 50 53,30/12/1997,AncelinaLabossiere@armyspy.com,Placrour,ab2eeNgoh,51.084735, 4.516978
Viollette Montminy, Perksesteenweg,301,5620,Morville,0492 54 66 72,24/4/1996,ViolletteMontminy@teleworm.us,Leck1996,Ou2aiceo0ro,50.328033, 4.771924
Claire Tardif, Hooivelden,351,7080,Bouverie,0493 14 98 06,8/6/1988,ClaireTardif@rhyta.com,Pectim,ocootai5Pie,50.487584, 3.857897
Alexandrie Dubois, Rue du Bois Colau,445,5555,Oizy,0499 68 66 34,30/8/1957,AlexandrieDubois@dayrep.com,Ersay1957,Cing0goroh,49.931851, 5.162607
Ancelina Petrie, Serenade Opus,147,3080,Vossem,0486 64 50 44,9/10/1970,AncelinaPetrie@jourrapide.com,Eingthishe,eiheZ3ooBi,50.902732, 4.606013
Brier Cantin, Avenue des Sartiaux,101,3370,Willebringen,0489 48 67 69,3/9/1971,BrierCantin@teleworm.us,Anite1971,quezai4eiM9a,50.888459, 4.816024
Blanche Bonneville, Rue du Bienne,464,7804,Ostiches,0483 15 08 25,21/9/1992,BlancheBonneville@armyspy.com,Dould1992,ash6ohxohSh,50.7719, 3.830247
Holly Pellerin, Rue du Château,15,4600,Lixhe,0486 71 23 06,3/8/1959,HollyPellerin@jourrapide.com,Farturen,len3Aekael,50.69793, 5.712785
Antoinette Laurent, Place Fayat,302,3730,Hoeselt,0480 76 17 59,26/7/1958,AntoinetteLaurent@armyspy.com,Munchon,fien1Yoo1,50.80182, 5.539011
Constance Dupuis, Rue de Vonêche,92,4300,Grand-Axhe,0481 66 55 54,1/8/1960,ConstanceDupuis@teleworm.us,Felonfuld,iegoMaish9D,50.714655, 5.316114
Antoinette Tougas, Rue des Laderies,437,6461,Virelles,0489 20 05 94,29/5/1981,AntoinetteTougas@teleworm.us,Drathe,AeNgot3aepae,50.157029, 4.412965
Adorlee Tardif, Ringlaan,148,2570,Duffel,0481 69 20 50,3/6/1989,AdorleeTardif@dayrep.com,Humothisent,ooD4eeth0c,51.153841, 4.55421
Dominique L'Anglais, Rue Engeland,289,7730,Néchin,0491 98 51 82,19/8/1983,DominiqueLAnglais@rhyta.com,Hatiere,ooSh4EeTh,50.796134, 3.234956
Danielle Deniger, Route de Neufchateau,226,3530,Helchteren,0497 78 07 26,13/1/2006,DanielleDeniger@dayrep.com,Acto2006,Chee5oojihie,51.105538, 5.366955
Searlait Gadbois, Bessenveldstraat,339,3890,Montenaken,0486 88 13 00,8/5/1952,SearlaitGadbois@armyspy.com,Dirld1952,aweex1ahVah,50.739057, 5.143455
Odette Primeau, Rue du Chapy,136,8560,Gullegem,0471 16 06 59,11/2/1969,OdettePrimeau@jourrapide.com,Hileace,oC1sieNg7iet,50.843197, 3.216134
Brunella Du Trieux, Rue Fosse Piron,405,5600,Samart,0472 50 87 34,13/10/1972,BrunellaDuTrieux@dayrep.com,Ancend,OoTua0heef7,50.21811, 4.59497
Capucine Béland, Molenstraat,413,4920,Sougné-Remouchamps,0484 36 63 73,12/12/1988,CapucineBeland@dayrep.com,Movervicands,Sa5die8nee,50.514212, 5.682956
Caroline LaCaille, Industriestraat,204,6767,Dampicourt,0495 81 17 54,16/4/1950,CarolineLaCaille@rhyta.com,Fesse1950,eireng1Qu,49.48989, 5.5539
Merci Brasseur, Blekersdijk,145,5530,Dorinne,0485 35 35 99,1/6/1982,MerciBrasseur@jourrapide.com,Mospe1982,baisheGah8o,50.27266, 4.962069
Nanna Monty, Kasterleesteenweg,329,6640,Vaux-sur-Sûre,0498 38 21 36,13/10/2004,NannaMonty@rhyta.com,Shmisting,Viushohqu9,49.842135, 5.518546
Cher Chabot, Rue de Birmingham,291,2480,Dessel,0492 62 42 97,9/11/1979,CherChabot@teleworm.us,Beentive79,cahngaeCh2s,51.229315, 5.201742
Damiane Tremblay, Eikstraat,442,7170,Bellecourt,0483 42 53 22,11/7/1969,DamianeTremblay@dayrep.com,Notints1969,Potunu8IeMu,50.576563, 4.271311
Didiane Narcisse, Hooivelden,108,3890,Kortijs,0498 38 27 84,20/9/1964,DidianeNarcisse@jourrapide.com,Tross1964,Ko7Bei9ahzi,50.806995, 5.324255
Laurette Leroy, Stationsstraat,272,8691,Izenberge,0472 77 42 00,21/7/1997,LauretteLeroy@dayrep.com,Hintrues,oi5El6Ao5yah,50.946508, 2.731029
Galatee Fongemie, Strepestraat,296,6767,Lamorteau,0471 11 71 83,29/10/1968,GalateeFongemie@jourrapide.com,Pase1968,AlahT6buidai,49.538912, 5.465354
Eulalie Petrie, Rue Haute,52,3470,St-Margriete,0471 37 82 22,22/9/1996,EulaliePetrie@rhyta.com,Fivent,ri5Oo4gae1,50.88014, 5.068864
